group_no,sentence,category
16,"आँखों में आंसू के साथ परबत वेकारिया ने मुझे बताया कि कैसे नेहल ने उनसे कुछ ही दिन पहले कहा था कि वो चार्टर्ड एकाउंटटेंट बनना चाहती है  ।
",news
16,"पूर्व बांड गर्ल डीनाइज रिचर्डस भले ही यह दिखाने की कोशिश कर रही हों कि उनकी आर्थिक स्थिति अच्छी नहीं है  लेकिन सच यह है कि बिना कुछ किए ही वह करोड़ों कमा रही हैं   ।
",news
16,"यह राजनीति का समय नहीं है लेकिन राज्य सरकार सामाजिक आर्थिक मुद्दे पर पूरी तरह से असफल रही है  ।
",news
16,"ताज मोहम्मद को जीवन में बहुत सारी असफलताएं भी मिलीं लेकिन उन्होंने हौसला नहीं हारा  ।
",news
16,"मगर अब यहाँ लोग इन संयंत्रों का विरोध कर रहे हैं ।
",news
16,"इससे पहले राजस्थान रॉयल्स के कप्तान शेन वॉटसन ने टॉस जीतकर पहले बल्लेबाज़ी करने का फ़ैसला किया  ।
",news
16,"उनकी सरकार देश की अर्थव्यवस्था का संचालन कैसे करती है  ,  निश्चित ही 2019 में उनकी चुनावी संभावनाएं बहुत हद तक इस पर टिकी होंगी  ।
",news
16,"हालांकि ये चारों ही मरीज़ अब इस आंख से देख नहीं सकते  ।
",news
16,"हमारे दो गोदाम थे और उसमें बहुत अनाज पड़ा हुआ था  ।
",news
16,"बंगाली के गीतों में विचारों भावों और कल्‍पनाओं की उड़ान है   ।
",vimarsh
16,"इसी प्रकार जहाँ वे कवि राजेश जोशी द्वारा सोदाहरण विवेचित स्वगत में मुक्त संवाद के फॉर्म का प्रयोग करते हुए काव्यरचना करते हैं  ,  वहाँ कविता में किसी खास पंक्ति के दोहराव से अद्भुत प्रभाव निष्पन्न होता है   ।
",vimarsh
16,"लेकिन इस वापसी में भी वे कुछेक महत्वपूर्ण सूत्र पुनः छोड़ आते हैं और फिर से उन सूत्रों की व्याख्या करते हैं   ।
",vimarsh
16,"राजेंद्र प्रसाद सिंह की उपर्युक्त मान्यताओं को इसी व्याख्या से रेखांकित करना योग्य है   ।
",vimarsh
16,"और इसके आद्य छवियों के आदर्श पात्रों के नाम लेने हो तो कई उपन्यासों कहानियों और सामाजिक राजनैतिक व्यक्तित्व के नाम एक ही परेड में गुजर जाते है   ।
",vimarsh
16,"विद्रोह के कई कारणों में एक कारण यह भी था लेकिन इनके विद्रोह की जो व्याख्या प्रस्तुत की गई है उसको बंगाल के जमींदारों के एक प्रसंग में रख कर देखने की जरूरत है   ।
",vimarsh
16,"पदों में वर्णित लोक तत्वों के समुचित अध्ययन के अभाव में मीरा के काव्य का किया गया कोई भी मूल्यांकन अधूरा रहेगा इसमें कोई संदेह नहीं   ।
",vimarsh
16,"रवींद्र नाथ टैगोर द्वारा की गई राष्ट्रवाद की अवधारणा में निहित संकीर्णता की भावना की आलोचना से भी वाकिफ थे   ।
",vimarsh
16,"हिंदी क्षेत्र में हमें ये हौसला थोडा देर से मिलता है   ।
",vimarsh
16,"नामवर सिंह के अनुसार संगीत की जैसी सूक्ष्म संवेदना निर्मल ने व्यंजित की है वह नई कहानी की बहुत बड़ी उपलब्धि है   ।
",vimarsh
16,"तत्कालीन हिन्दी की पत्रपत्रिकाओं के अध्ययन से हम भारत की आर्थिक स्थितियों को समझ सकते हैं   ।
",vimarsh
16,"हमारे समय में हिंदी ही नहीं बल्कि सारे संसार में सर्जनात्मकता का स्रोत जनभाषाओं का सशक्तिकरण है   ।
",vimarsh
16,"और जीवनी भी है उपन्यास भी एक आत्मचरित होकर   ।
",vimarsh
16,"अपने से ऊँची जाति का लड़का स्वीकार होने की यह स्थिति दर असल मनु स्मृति के उस सिद्धांत से ही संचालित होती है जिसमें ब्राह्मण क्षत्रिय और वैश्य को अपने और अपने से नीचे के सभी वर्णों की लड़कियों से शादी करने की छूट दी गई है   ।
",vimarsh
16,"मुख्यतः वातावरण महिलाओं की अपनी पहचान और रचनात्मकता के लिए बेहद सँकरा और सीमित था  ।
",vimarsh
17,"रणथम्भौर में कुएं में गिरने से भालू की मौत  ,   वन विभाग के अफसरों ने मीडिया से बनाई दूरी   । 
",twitter
17,"नन्हें - नन्हें हाथों से निर्मित आकर्षक और अद्वितीय कलाकृतियों ने मन मोह लिया   । 
",twitter
17,"सांस्कृतिक वैविध्य हमारी संस्कृति का सौंदर्य है और उन वैविध्यों में आंतरिक ऐक्य इसकी अनुपम अतुल्य विशिष्टता है   । 
",twitter
17,"अनार खाएँ - त्वचा में चमक पाएँ   । 
",twitter
17,"ट्राय फॉउंडेशन द्वारा निःशुल्क दवा वितरण एवं नर्मदा सेवा   । 
",twitter
17,"समस्त साधनाएं जैसे - जप  ,   तप  ,   योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो  ,   वह बेकार है   । 
",twitter
17,"ग्रामीण युवाओं के सशक्तिकरण के लिए अब इफको लाया है    । 
",twitter
17,"कतर एयरवेज ने एयर इंडिया के अधिग्राहण से जुड़ी किसी भी बातचीत से इनकार किया   । 
",twitter
17,"जैसे सूरज की गर्मी से जलते हुए तन को मिल जाये तरुवर की छाया ऐसा ही सुख मेरे मन को मिला है मैं जबसे शरण तेरी आया  ,  मेरे राम    । 
",twitter
17,"विवाह में विलम्ब  ,   या आ रहीं हैं अड़चने  ,   जानिए इसके ज्योतिषीय कारण और समाधान   । 
",twitter
17,"तुम बताओ कि उसका नाम क्‍या रखा जाए  ,  सारे बच्‍चों ने इस बात पर खूब होहल्‍ला मचाया पर गोलू हँसता रहा   । 
",baal sahitya
17,"रहती थी वह बड़े शहर मेंलेकिन फिर भी बहुत दुखी थी   । 
",baal sahitya
17,"लंबू दादा खड़ा जिराफ बंद पिटारे में है साँप   । 
",baal sahitya
17,"यदि शिकायत सच साबित हो गई तो तुम्हें दण्डित किया जायेगा   । 
",baal sahitya
17,"फिर क्या फिरोज जुलाहे के घर फिर से चूल्हा जला   । 
",baal sahitya
17,"एक घड़ा मिट्टी का बना था दूसरा पीतल का   । 
",baal sahitya
17,"दूसरे रोज सुबह को कंजूस अपनी आदत के अनुसार सोना देखने के लिए गया  ,  मगर जब उसे वह गोला दिखाई न पड़ा तब वह गम और गुस्‍से में जामे से बाहर हो गया   । 
",baal sahitya
17,"यदि आदमी धन का सदुपयोग न करे तो उस धन की कोई कीमत नहीं   । 
",baal sahitya
17,"चिल्ला कर सेवक से कहा  मेरे से भी ऊँचा सिंहासन जल्दी से ले कर आओ   । 
",baal sahitya
17,"इस धारणा को स्‍वत उत्‍पत्ति के सिद्धान्‍त के नाम से जाना जाता था   । 
",baal sahitya
17,"छोटे जादूगर ने कंबल ऊपर से डालकर उसके शरीर से चिमटते हुए कहा  ,  माँ  ,  मेरी आँखों से आँसू निकल पड़े   । 
",baal sahitya
17,"घूमूँ टहलूँ जाऊँ कहीं भी उछलूँ नाचूँ गाऊँ कहीं भी   । 
",baal sahitya
17,"मेरे सभी सवालों को वह झटपट हल कर देते  ,  ज्ञान भरी बातों से मेरा नन्हा मन भर देते   । 
",baal sahitya
17,"आखिर कब तक रहें ठिठुरते इसको थोड़ा कम कर दो   । 
",baal sahitya
17,"अरे भाई लाले उसने लाल पतंग से कहा दाँव पेंच तो बाद में होगा   । 
",baal sahitya
17,"उपरोपिका का एधास्तर मूल वृंत के एधास्तर को पूर्ण रूप से स्पर्श करे  । 
",wikipedia
17,"इस प्रकार बीमा व्यक्ति के लिए सुरक्षा के साथ साथ विनियोग का साधन भी बन जाता है  । 
",wikipedia
17,"1989 के बाद से  ,   निसान ने उत्तरी अमेरिका में लकज़री मॉडल की कार ब्रांड इनफिनिटी ब्रांड के तहत बेचा  ।  
",wikipedia
17,"मिट्टी में लोटने से त्वचा को हाथी के शरीर का तापमान नियंत्रित करने में मदद मिलती है  ।  
",wikipedia
17,"कुत्ते टीवी पर आदर्श पालतू जानवर के रूप में दिखाये गए और कई लोकप्रिय टीवी शो किये गए जिनमे कुत्तों को नायक के रूप में दिखाया गया  ।  
",wikipedia
17,"होली के दिन आम्र मंजरी तथा चंदन को मिलाकर खाने का बड़ा माहात्म्य है  ।  
",wikipedia
17,"सुन्नी मत के बड़े विध्वा्नो इमाम अहमद बिन हंब्ल  ,   इमाम ग़ज़ाली वगैरह ने यज़ीद को क़त्ले हुसैन करने का ज़िम्मेदार नहीं माना है  ।  
",wikipedia
17,"शीर्ष बल्लेबाजी के लिए आम तौर पर टीम में सबसे अधिक सक्षम बल्लेबाज को भेजा जाता है और गैर बल्लेबाजों को अंत में भेजा जाता है  ।  
",wikipedia
17,"अंतरिक्ष से आने वाले उल्का पिंड इसी परत में जल जाते है  ।  
",wikipedia
17,"राज्य प्रशासन भी इस मेले को विशेष महत्व देता है  ।  
",wikipedia
17,"सुर  ,   मैदान  ,   लव  ,   या लौ - स्याही और किनारे के बीच का भाग  । 
",wikipedia
17,"जिस प्रकार पृथ्वी और अन्य ग्रह सूरज की परिक्रमा करते हैं उसी प्रकार सूरज भी आकाश गंगा के केन्द्र की परिक्रमा करता है  ।  
",wikipedia
17,"क़रीब 36 , 000 की आबादी वाले ये हाथी हल्के स्लेटी रंग के होते हैं  ,   तथा इनके केवल कानों और सूंड में रंजकता क्षीण होती है  । 
",wikipedia
17,"भारतीय अंतरिक्ष अनुसंधान संगठन ने 2015-16 तक आदित्य नामक एक 100 किलो के उपग्रह का प्रक्षेपण निर्धारित किया है  ।  
",wikipedia
17,"समाज या राष्ट्र की आर्थिक समृद्धि लाभ के लिए व्यापार पर निर्भर करता है  । 
",wikipedia
17,"जैसे ही मैं तिरछी दृष्टि से देखता हूँ  ,   वैसे ही मानो वह सिर नीचा करके छिप जाता है  । 
",old stories
17,"वह दूकान पर न जायगा तो चोरी छिपे किसी न किसी तरह दूने चौगुने दाम दे कर सजा काटने पर तैयार हो कर अपनी लत पूरी करेगा   । 
",old stories
17,"कदाचित् तुम्हारी अम्माँ अवश्य तुमसे कुछ क्रुद्ध हुई हैं  । 
",old stories
17,"दूसरों को चाहे वे उसके पेट के जन्मे पुत्र ही क्यों न हों  ,  उसके कामों में हस्तक्षेप करने का क्या अधिकार ?
",old stories
17,"इतने बड़े भोज में एक एक मुट्ठी तरकारी कढ़ाव में नहीं डाली जाती टोकरे के टोकरे उड़ेल दिए जाते हैं   । 
",old stories
17,"उन्हें एक एक पल एक एक युग के समान मालूम होता था   । 
",old stories
17,"तत्पश्चात् एक पंडे की चौकी पर भजन गाने लगे   । 
",old stories
17,"केवल इसलिए नहीं कि वे हमारे जन्मदाता है बल्कि इसलिए कि उन्हें दुनिया का हमसे ज्यादा तजरबा है और रहेगा   । 
",old stories
17,"क्या हरज है अगर गोमती के रुपये दे दूँ   । 
",old stories
17,"ऐसी दशा में माता को भूख और प्यास कहाँ  ,  एक बार पानी का एक घूँट मुँह में लिया था पर कंठ के नीचे न ले जा सकी   । 
",old stories
17,"न घर ही जाने की छुट्टी मिलती थी न भोजन का ही प्रबंध होता था   । 
",old stories
17,"लीला यह गर्मी उन तानों से अच्छी है जो अभी सुनने पड़ेंगे   । 
",old stories
17,"बेचू यहाँ से लौटा तो दूसरा ही मनुष्य हो गया था  ,  या यों कहिए कि वह फिर अपनी खोयी हुई आत्मा को पा गया था   । 
",old stories
17,"लेकिन उन्होंने यह निश्चय कर लिया था कि कुएँ के रुपये न छुऊँगा चाहे कुछ आ पड़े   । 
",old stories
17,"जिसने ऐसी कविता की सृष्टि की है उसके दर्शन का सौभाग्य मुझे मिला तो अपने को धन्य मानूँगा   । 
",old stories
17,"सफ़ेद दाढिय़ों वाले दोती न लम्बे ऊँचे जाट अपनी लाठियों पर झुके हुए उसके खाली होने का इन्तज़ार कर रहे थे   । 
",novels
17,"फिजा में निर्दोष बकरियों की चीख भर गई थी   । 
",novels
17,"नाटे कद का बब्बू गठीले बदन का था और यतीमखाने में हाफिज बनने आया था  । 
",novels
17,"इलाके में आपकी तलाशी की वजह से लोगों में पहले ही जबर्दस्त गुस्सा भरा है   । 
",novels
17,"वह इतराईं पर तब आपने यह सब कहा नहीं था   । 
",novels
17,"मौत भी आई तो उस दिन जो सनम का दिन था वाहवाह   । 
",novels
17,"एक्स का भाई उसे घर में छोड़कर काम पर चला जाता है   । 
",novels
17,"जैसे बीज से पेड़ होता है  ,  पेड़ से फूल और फल होता है  ,  ऐसे ही मूल या जड़ तो रस है  ,  उसी में नाटक के सारे भावों का तानाबाना बनता है   । 
",novels
17,"इसीलिए इसमें जो कुछ श्रेयस्कर है  ,  वह आप सभी का ही है ; जो कुछ कमजोरियाँ हैं कृति में  ,   वह मेरी अपनी समझी जाएँ  । 
",novels
17,"सवेरे शिवराज उधर से निकला तो कोठरी की ओर निगाह डाली   । 
",novels
17,"हालाँकि यह लंबी लड़ाई लड़ते लड़ते अनेक स्त्रियों ने अंततः इस दुनिया को ही अलविदा कह दिया   । 
",novels
17,"हमार गाँव में 54 हँडिया घर हैं छह कुएँ हैं   । 
",novels
17,"बोलते क्यों नहीं  ,  क्या बोलूँ तू तो बहुत भोली है   । 
",novels
17,"मेरे दामाद और बेटी ने मुझे निमन्त्रण दिया है कि मैं उनके मकान में अपने हाथों से आबे जमजम अमृत के छींटे दूँ और मैं स्यालकोट आया हूँ   । 
",novels
17,"छोटे भाई को इस तरह बदहवास व बौखलाया हुआ देखकर खैरियत पूछी  । 
",novels
17,"इनका एक पुत्र जहां इंजीनियर है वहीं दूसरा बैक आफ अमेरिका में कार्यरत है   । 
",news
17,"ये उनकी साप्ताहिक सैरगाह है  । 
",news
17,"हामिद कहते हैं कि उन्हें शुरू से इस बात का एहसास था कि वो दूसरों से कुछ अलग हैं  । 
",news
17,"लेकिन एयर इंडिया और जेट एयरवेज ने अपनी विदेशी उड़ानों के लिए ईंधन अधिभार में कोई कमी नहीं की है   । 
",news
17,"इस मामले के तीन अभियुक्तों को पुलिस ने पहले ही गिरफ्तार किया था जो अभी न्यायिक हिरासत में हैं । 
",news
17,"हज़ारीबाग ज़िले का चौपारण उन दर्जनों गाँवों में से एक है जो सड़क के किनारे बसा हुआ है  । 
",news
17,"अगर होस्ट ने कुछ सवाल पूछा है तो उसका सीधा जवाब दीजिए  । 
",news
17,"इम्तियाज के हम उम्र पड़ोसी तौफीक बताते हैं कि वे गाँव में इधर- उधर कम निकलते थे  । 
",news
17,"दरअसल अगले हफ्ते  मनमोहन सिंह कैबिनेट पद को लेकर राजनैतिक पत्ते फेकेंगे  ,  जिसके बाद समाजवादी पार्टी नेताओं के नए चेहरे कैबिनेट में शामिल हो जाएंगे   । 
",news
17,"क्योंकि मैं उस वक़्त अपनी माँ की कोख में थी  । 
",news
17,"घरेलू शेयर बाजारों के बाद खुलने वाले यूरोपीय शेयर बाजारों में भी आज तेजी देखी गई जबकि एशियाई शेयर बाजारों में मिलाजुला रुख रहा   । 
",news
17,"वांग भारत के वरिष्ठ अधिकारियों से भी मुलाकात करेंगे और द्विपक्षीय रिश्तों को आगे बढ़ाने के तरीकों पर गहराई से विचार विमर्श होगा  । 
",news
17,"वो और उनके परिवार के दूसरे लोगों ने अच्छी अंग्रेज़ी में कहा कि भारत उनका दूसरा घर है  । 
",news
17,"मंगलवार को संसद में भारत के नियंत्रक और महालेखा परीक्षक की रिपोर्ट पेश की गई है  । 
",news
17,"एक करोड़ रुपए से ज़्यादा सालाना आमदनी वाले लोगों पर एक साल के लिए 10 प्रतिशत का सरचार्ज लगेगा  । 
",news
17,"कर्कश वाणी हो तो उसमें इतने शब्द जोड़ने पड़ेंगे कि मैं विनती करता हूँ  ,   इतना करना  । 
",vimarsh
17,"संकेतों को पढ़ना आवश्यक है  ,  उसकी ध्वन्यात्मकता की पहचान आवश्यक है   । 
",vimarsh
17,"इन पुस्तकों की नामावली से मेरे निश्चय में किसी प्रकार का अंतर नहीं पड़ सकता   । 
",vimarsh
17,"ललिता विनय को ब्रह्म समाज में आने से रोकना चाहती है और उसे हिन्दू धर्म में रहते स्वीकार करना चाहती है   । 
",vimarsh
17,"शेष को वह अन्य अवसरों की सेंधमारी के लिए रख छोड़ता है  । 
",vimarsh
17,"इसके अतिरिक्त सिखा नामक पर्व का भी उल्लेख है जिसमें मछलियों का शिकार किया जाता है और बैसाख में संपन्न होता है   । 
",vimarsh
17,"मार्क्सवाद से हमारा परिचय हो चुका था और संस्था से जुड़े हमारे साथियों के भीतर और बाहर तेजी से परिवर्तन हो रहे थे   । 
",vimarsh
17,"ठहरना केवल सड़ांध पैदा कर सकता है और संभावनाओं के अनंत द्वार को बंद कर सकता है   । 
",vimarsh
17,"आवश्यक नहीं हर प्रदेश में वही पक्रिया घटित हो   । 
",vimarsh
17,"यूँ तो कहने को मानव सभयता का इतिहास स्त्री और पुरुष का साझा इतिहास है  ,  लेकिन यह भी एक कटु सत्य है कि सभ्यता विकसित होते होते न जाने कितनी स्त्रियों की संवेदनाओं और अधिकारों की बलि ले लेती है   । 
",vimarsh
17,"समाज की जैसी संस्कृति होती है  ,  भाषा का चरित्र भी उसी तरह का बन जाता है   । 
",vimarsh
17,"गहमरी जी पाठकों के मन मस्तिष्क को समझ चुके थे   । 
",vimarsh
17,"तमाम शब्दाडंबर के बावजूद यह द्वंद्व तीसरे अंक में सर्वाधिक तीक्ष्ण है   । 
",vimarsh
17,"नागार्जुन के कवि को अपने समय के राजनीतिक तापमान का गहरा एहसास रहा है   । 
",vimarsh
17,"अहिंसा को ही उनकी शिक्षाओं व उपदेशों का समस्त सार माना जाता है   । 
",vimarsh
18,"रणथम्भौर में कुएं में गिरने से भालू की मौत  ,   वन विभाग के अफसरों ने मीडिया से बनाई दूरी   । 
",twitter
18,"नन्हें - नन्हें हाथों से निर्मित आकर्षक और अद्वितीय कलाकृतियों ने मन मोह लिया   । 
",twitter
18,"सांस्कृतिक वैविध्य हमारी संस्कृति का सौंदर्य है और उन वैविध्यों में आंतरिक ऐक्य इसकी अनुपम अतुल्य विशिष्टता है   । 
",twitter
18,"अनार खाएँ - त्वचा में चमक पाएँ   । 
",twitter
18,"ट्राय फॉउंडेशन द्वारा निःशुल्क दवा वितरण एवं नर्मदा सेवा   । 
",twitter
18,"समस्त साधनाएं जैसे - जप  ,   तप  ,   योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो  ,   वह बेकार है   । 
",twitter
18,"ग्रामीण युवाओं के सशक्तिकरण के लिए अब इफको लाया है    । 
",twitter
18,"कतर एयरवेज ने एयर इंडिया के अधिग्राहण से जुड़ी किसी भी बातचीत से इनकार किया   । 
",twitter
18,"जैसे सूरज की गर्मी से जलते हुए तन को मिल जाये तरुवर की छाया ऐसा ही सुख मेरे मन को मिला है मैं जबसे शरण तेरी आया  ,  मेरे राम    । 
",twitter
18,"विवाह में विलम्ब  ,   या आ रहीं हैं अड़चने  ,   जानिए इसके ज्योतिषीय कारण और समाधान   । 
",twitter
18,"इस कहानी से यह नसीहत मिलती है कि जो झूठ बोलने का आदी है  ,  उसके सच बालने पर भी लोग कभी विश्‍वास नहीं करते   । 
",baal sahitya
18,"खापी कर हमने अपनी चारपाइयाँ एक पेड़ के नीचे डाल दीं   । 
",baal sahitya
18,"त‍ब चाची ने कहा  ,  मैं चाहती हूँ कि वह तुम्‍हारे जैसा बने   । 
",baal sahitya
18,"ललचाता है सबको इसका अति प्यारा मनमोहक रंग   । 
",baal sahitya
18,"मुझे देख कर वे बोले  ,  बड़े बहादुर हो तुम  ,  मैंने कहा इसमें बहादुरी की कौन-सी बात है  ,  वे हँस कर बोले  ,  शेर की सवारी जो करके आए हो   । 
",baal sahitya
18,"जैसे जाने से पहले आखिरी इजाजात माँग रहा हो   । 
",baal sahitya
18,"गाँव के लोगों ने कहा अबकी बार चकमा नहीं चलने का   । 
",baal sahitya
18,"मैंने जाकर दफ्तर के मैनेजर को बताया तो वह बोला  ,  पड़े रहने दो  ,  मर जाएगा तब देखा जाएगा   । 
",baal sahitya
18,"इससे पहले वह कभी किसी थाने में नहीं गया था   । 
",baal sahitya
18,"उन्होंने सलिल को पकड़ा और वापस उसी रास्ते पर चल पड़े जिधर से वे आए थे   । 
",baal sahitya
18,"लोग ठसाठस भरे हुए हैं  ,  कुछ बैठे कुछ खड़े हुए हैं   । 
",baal sahitya
18,"सब में नए नए सूरज ने स्वप्न जगाए नए नए   । 
",baal sahitya
18,"कभी दूर तो कभी बगल में कभी झोपड़ी कभी महल में  । 
",baal sahitya
18,"आप यहाँ दर्द से तड़पती रहें और मैं वहाँ अपना सम्मान करवाऊँ  ,  यह मुझसे नहीं हो सकता   । 
",baal sahitya
18,"उसे प्यार से मुझे पिलाओ  ,  मुझ पर छिड़क चाँदनी जाओ   । 
",baal sahitya
18,"डगलस व हालैण्ड के अनुसार यह विधि अन्य विधियों द्वारा प्राप्त किये गये तथ्यों नियमों और सिद्धांन्तों की व्याख्या करने में सहायता देती है  ।  
",wikipedia
18,"गर्भाशय तब अपनी अभिन्नता को बेहतर तरीके से बरकरार रखता है तथा भविष्य में होने वाले शिशु-जन्म को मजबूती से झेल सकता है  ।  
",wikipedia
18,"किसी राजनीतिक लक्ष्य की पूर्ति के निमित्त कुछ लोग षड्यंत्र कर राज्य के प्रमुख की हत्या कर डालते हैं  ।  
",wikipedia
18,"17वी शताब्दी के मध्य मेंं जयपुर के महाराजा  ,  सवाई प्रताप सिंह के संरक्षण मेंं रामायण की कथावस्तु पर चित्रकार गुमान ने जयपुर शैली मेंं  चित्र बनाए हैंं  । 
",wikipedia
18,"जबकि  ,   इस क्षेत्र में काफी-कुछ चल रहा है - अनछुई प्रकृति और विविधतापूर्ण देशज संस्कृति प्रचार हेतु इसके मज़बूत मार्केटिंग बिंदु हैं - इसके कुछ नकारात्मक पहलू भी हैं  । 
",wikipedia
18,"क्यूएनएच (QNH) या क्यूएफई (QFE) सेट हुआ विमानन उद्योग में तुंगतामापी का समायोजन  ,   समुद्र तल तक कम किया हुआ एक अन्य वायुमंडलीय दबाव है  ,   किंतु इस कमी को अंकित करने का तरीका कुछ अलग है  । 
",wikipedia
18,"समाज कार्य के तहत व्यावसायिक दृष्टि से विकसित छह प्रणालियों के माध्यम से लोगों की मदद की जाती है  ।  
",wikipedia
18,"इंट्राबाउंड पर्यटन  ,   घरेलू पर्यटन से नीतिनिर्माण प्रक्रिया तथा राष्ट्रीय पर्यटन नीतियों के कार्यान्वयन में भिन्न है  । 
",wikipedia
18,"आर्थिक भूगोल के बिंदु से  ,   नदियों ने भूमि के इंटीरियर में बड़े महासागर मार्गों को लम्बा खींच दिया  । 
",wikipedia
18,"जब दुरमुस चलाने की स्थिति नहीं होती थी तब जहाज के डेक पर से सशस्त्र सैनिक लड़ते थे  । 
",wikipedia
18,"उस समय के प्रचलित रागों का भी इसमें उल्लेख है  । 
",wikipedia
18,"दीर्ध प्रयत्न के बाद साधक उसे किसी एक विषय पर देर तक रख सकता है  । 
",wikipedia
18,"स्थानीय देवताओं के ये चित्र प्रायः एक स्थान से दूसरे स्थान पर ले जाये जाते हैं  । 
",wikipedia
18,"राष्ट्रीय और अंतरराष्ट्रीय खेल प्रतियोगिताओं में हुड़दंग और गुंडागर्दी आम बात हो गयी है और यह एक बड़ी समस्या बन गयी है  । 
",wikipedia
18,"उन्होंने अपने कार्यकाल में अनेक मातृकाग्रन्थों को संरक्षित की  ।  
",wikipedia
18,"भामा ने सावरेन देखे तो हृदय में एक गुदगुदी-सी हुई   । 
",old stories
18,"उनकी तलवारों पर कभी जंग न लगने पाता था   । 
",old stories
18,"अम्माँ ने द्वार पर कई बार पुकारा मगर कजाकी चला गया था   । 
",old stories
18,"इन्हें भूषण नहीं दूषण कहना अधिक उपयुक्त है  । 
",old stories
18,"उनकी बातों में रस कई भांति का मिला तथ्य न मिला   । 
",old stories
18,"राज भर में ऐसा कोई न था जो उसके पास तक न पहुँच सकता हो   । 
",old stories
18,"यहाँ इसी शास्त्र के आचार्य प्रतिष्ठा के मसनद पर विराजित थे और उन्हीं पर प्रशंसा के बहुमूल्य रत्न लुटाये जाते थे   । 
",old stories
18,"वह लक्ष्मी जो गाँव में अपनी बुद्धि के लिए मशहूर थी जो दूसरे को सीख दिया करती थी अब बौरही हो गयी है   । 
",old stories
18,"सुखदा ने जैसे आहत होकर कहा - नहीं  ,   हमें रिश्वत देना मंजूर नहीं  । 
",old stories
18,"वह शीघ्रता से पृथ्वी की ओर चला और तारा कुँवरि के पास आकर ठहर गया   । 
",old stories
18,"संन्यासी में अपनी विश्वास और कृतज्ञता प्रकट करते हुए उनके चरणों पर अपना मस्तक नवाया और घोड़े पर सवार हो गए   । 
",old stories
18,"दस बजे जब मदरसा लगा और मुंशी भवानीसहाय ने बाग की यह दुर्दशा देखी तो क्रोध से आग हो गए   । 
",old stories
18,"लोहे के किवाड़ों ने हजार धक्का-मुक्की करने पर भी रास्ता नहीं दिया  । 
",old stories
18,"खानसामा को खोजने लगा कि पूछूँ उसने तो नहीं उठाकर रख दिया   । 
",old stories
18,"यदि कोई लड़का भागता न था तो वह मुंशी रामसेवक का सुपुत्र रामगुलाम था   । 
",old stories
18,"जबकि दोनों जाग रहे थे और उससे ज्यादा उसके जीवन की कामना कर रहे थे   । 
",novels
18,"ओके लड़के जिन्दादिली से हाथ हिलाते पलट लिये वह इन लोगों के साथ टैक्सी में आ बैठा   । 
",novels
18,"शहर लौटते हुए वह महुआ के पौधे का झड़ा हुआ एक पत्ता साथ ले आया था   । 
",novels
18,"उनके शक की कुछ पुख्ता वजहें भी हैं  । 
",novels
18,"कोई महक मुश्क नहीं  ,  उन्होंने दारू की बोतलें गले में उड़ेली   । 
",novels
18,"बुद्धिप्रकाश मुझे समझाते हुए बोले तुम भूल रहे हो कि लुटने वाले देशों के अंदर भी अपने लोगों को लूटने वाले होते हैं   । 
",novels
18,"ऐसे हर वक्त में कामिनी होटलों में पहुँची और अमिताभ को अपनी कार में डालकर उसके घर छोड़कर आई   । 
",novels
18,"खाने पीने को लेकर वे आला दर्जे के लापरवाह से लेकर अव्वल दर्जे के शौकीन तक सब कुछ थे   । 
",novels
18,"तब पत्ते केवल पेड़ के होते थे हमारे लिए और हम इस तरह अकेले में जाकर बड़ों का अनुकरण करते थे और सुलेख न लिख पाने के कारण परमा सिंह मास्टर से मिलने वाली सजा से बच जाते थे  । 
",novels
18,"मगर मेम साहब के जाते ही वह इत्मीनान की सांस लेकर दफ्तर जाता   । 
",novels
18,"विनी को उसके रुदन की आवाज अनूठी लगी  । 
",novels
18,"दहशत के मारे वह दी हुई चीजें खाने लगा   । 
",novels
18,"तनख्वाह पूरी चाहिए तुझे और काम धेले भर का नहीं   । 
",novels
18,"कोई सुसरा पूरे खुल्दाबाद में मेरा एक मैमूद ही थोड़े ठीका लिए बैठा है   । 
",novels
